SZ 35  (606,1260)  (584,1280)  (584,1259)  (627,1281)  (606,1240)  (628,1240)  (628,1260)  (582,1239)  (605,1301)  (583,1301)  (562,1280)  (562,1259)  (649,1281)  (649,1302)  (627,1302)  (561,1302)  (604,1219)  (626,1219)  (648,1219)  (650,1240)  (650,1260)  (560,1239)  (560,1218)  (582,1218)  (670,1205)  (605,1322)  (583,1322)  (540,1281)  (540,1260)  (671,1281)  (671,1302)  (671,1323)  (649,1323)  (627,1323)  (561,1323)  (539,1323)  (539,1302)  (672,1226)  (672,1247)  (538,1240)  (538,1219)  (692,1205)  (518,1281)  (518,1260)  (693,1268)  (693,1288)  (693,1309)  (693,1330)  (517,1336)  (517,1315)  (694,1226)  (694,1247)  (516,1240)  (516,1219)  (714,1205)  (496,1294)  (496,1273)  (715,1268)  (715,1288)  (715,1309)  (715,1330)  (495,1336)  (495,1315)  (716,1226)  (716,1247)  (494,1252)  (494,1231)  (494,1210)  (736,1205)  (474,1294)  (474,1273)  (737,1268)  (737,1288)  (737,1309)  (737,1330)  (473,1336)  (473,1315)  (738,1226)  (738,1247)  (472,1252)  (472,1231)  (472,1210)  | overflowToLeft=false
SZ 13  (2040,455)  (2018,475)  (2018,454)  (2061,476)  (2040,434)  (2016,433)  (2039,496)  (2017,496)  (2083,457)  (2083,478)  (2061,497)  (1997,412)  (2019,412)  (2085,498)  (2039,517)  (2017,517)  (2105,450)  (2105,471)  (1997,391)  (2019,391)  (2107,492)  (2127,433)  (2127,454)  (1998,371)  (2020,371)  (2129,475)  (2129,496)  (2130,517)  (2137,537)  (2149,424)  (2149,445)  (2151,466)  (2151,487)  (2152,507)  (2159,528)  | overflowToLeft=false
SZ 12  (2225,594)  (2203,614)  (2246,615)  (2247,581)  (2224,634)  (2189,634)  (2181,614)  (2268,602)  (2268,623)  (2246,635)  (2269,579)  (2277,644)  (2168,572)  (2167,641)  (2167,593)  (2159,620)  (2290,600)  (2290,621)  (2291,565)  (2299,642)  (2299,663)  (2146,572)  (2145,641)  (2145,599)  (2137,620)  (2312,585)  (2312,606)  (2311,683)  (2124,578)  (2123,644)  (2123,599)  (2101,611)  | overflowToLeft=false
SZ 11  (2372,610)  (2350,630)  (2350,609)  (2393,631)  (2372,589)  (2394,589)  (2394,610)  (2348,588)  (2371,651)  (2349,651)  (2415,631)  (2415,652)  (2393,652)  (2370,568)  (2392,568)  (2414,568)  (2416,589)  (2416,610)  (2336,567)  (2371,672)  (2349,672)  (2399,673)  | overflowToLeft=false
SZ 10  (2334,480)  (2312,500)  (2355,501)  (2333,459)  (2355,459)  (2356,480)  (2333,521)  (2311,521)  (2377,439)  (2377,501)  (2377,522)  (2355,522)  (2378,460)  (2289,540)  (2333,542)  (2311,542)  (2369,419)  (2388,543)  (2366,543)  (2363,398)  (2385,398)  (2356,377)  (2378,377)  (2344,356)  (2366,356)  (2388,356)  (2355,335)  (2377,335)  (2363,314)  (2385,314)  (2366,293)  (2388,293)  (2388,273)  | overflowToLeft=false
SZ 17  (1894,225)  (1872,245)  (1872,224)  (1915,246)  (1894,205)  (1916,205)  (1916,225)  (1870,204)  (1893,266)  (1871,266)  (1850,245)  (1850,224)  (1937,246)  (1937,267)  (1915,267)  (1849,267)  (1892,184)  (1914,184)  (1936,184)  (1938,205)  (1938,225)  (1848,204)  (1848,183)  (1870,183)  (1958,165)  (1893,287)  (1871,287)  (1828,246)  (1828,225)  (1959,246)  (1959,267)  (1959,288)  (1937,288)  (1915,288)  (1849,288)  (1827,287)  (1892,163)  (1914,163)  (1936,163)  (1960,185)  (1960,206)  (1826,205)  (1826,184)  (1826,163)  (1848,162)  (1870,162)  (1980,160)  (1893,308)  (1871,308)  (1806,266)  (1806,245)  (1981,227)  (1981,248)  (1981,269)  (1981,290)  (1959,309)  (1937,309)  (1915,309)  (1849,309)  (1982,181)  (1982,202)  (1804,224)  (1804,204)  (1804,183)  (1804,162)  (1983,311)  (2002,160)  (1893,329)  (1871,329)  (1827,329)  (2003,223)  (2003,244)  (2003,264)  (2003,285)  (1961,330)  (1939,330)  (1917,330)  (1849,330)  (2004,181)  (2004,202)  (2005,306)  (2005,327)  (1983,331)  (2022,348)  (2024,160)  (2025,223)  (2025,244)  (2025,264)  (2025,285)  (2026,181)  (2026,202)  (2027,306)  (2027,327)  (2046,160)  (2047,223)  (2047,244)  (2047,264)  (2047,285)  (2048,181)  (2048,202)  (2049,306)  (2049,327)  (2068,160)  (2069,223)  (2070,181)  (2070,202)  (2090,160)  (2092,181)  (2092,202)  (2112,160)  (2114,181)  (2114,202)  (2115,223)  (2134,160)  (2136,181)  (2156,160)  (2158,181)  (2178,160)  (2180,181)  (2200,160)  (2202,181)  (2222,160)  | overflowToLeft=false
SZ 16  (1905,452)  (1883,472)  (1883,451)  (1927,473)  (1905,431)  (1927,431)  (1927,452)  (1882,430)  (1905,493)  (1883,493)  (1861,472)  (1861,451)  (1949,473)  (1949,494)  (1927,494)  (1861,494)  (1904,410)  (1926,410)  (1948,410)  (1949,431)  (1949,452)  (1860,430)  (1860,410)  (1882,410)  (1970,391)  (1905,514)  (1883,514)  (1839,473)  (1839,452)  (1971,473)  (1971,494)  (1971,515)  (1949,515)  (1927,515)  (1861,515)  (1839,515)  (1839,494)  (1904,390)  (1926,390)  (1948,390)  (1971,412)  (1971,433)  (1838,431)  (1838,410)  (1841,389)  (1863,389)  (1970,371)  (1883,535)  (1817,473)  (1861,536)  (1839,536)  (1816,434)  (1883,556)  (1861,556)  (1839,556)  (1883,576)  (1861,577)  (1883,597)  (1883,618)  | overflowToLeft=false
Brandenburg  (2260,740)  (2267,761)  (2242,792)  (2228,813)  | overflowToLeft=false
SZ 15  (1747,727)  (1725,747)  (1725,726)  (1768,748)  (1747,706)  (1769,706)  (1769,727)  (1723,705)  (1746,768)  (1724,768)  (1790,748)  (1790,769)  (1768,769)  (1791,707)  (1746,789)  (1724,789)  (1812,728)  (1812,749)  (1812,770)  (1770,790)  (1813,707)  (1834,728)  (1835,704)  (1856,725)  (1857,690)  (1867,658)  (1879,679)  | overflowToLeft=false
NE Czech  (2441,934)  (2419,951)  (2419,930)  (2462,955)  (2441,913)  (2463,913)  (2463,934)  (2414,909)  (2397,931)  (2484,955)  (2484,976)  (2462,976)  (2392,910)  (2489,996)  (2467,996)  (2370,921)  (2490,1017)  (2348,927)  | overflowToLeft=false
SZ 14  (1939,577)  (1917,597)  (1917,576)  (1960,598)  (1939,556)  (1961,556)  (1961,577)  (1915,556)  (1938,618)  (1916,618)  (1982,598)  (1982,619)  (1960,619)  (1983,543)  (1983,564)  (1938,639)  (1916,639)  (2004,585)  (2004,605)  (2004,626)  (1982,640)  (1960,640)  (2005,543)  (2005,564)  (2012,647)  (1938,660)  (1916,660)  (2026,585)  (2026,605)  (2026,626)  (2027,543)  (2027,564)  | overflowToLeft=false
Scotland  (1765,371)  (1773,391)  (1751,391)  (1757,350)  (1787,359)  (1795,380)  (1751,412)  (1783,324)  (1817,364)  (1765,433)  (1743,433)  | overflowToLeft=false
Karelia  (2647,268)  (2625,288)  (2625,267)  (2668,289)  (2647,247)  (2669,247)  (2669,268)  (2623,246)  (2646,309)  (2624,309)  (2603,272)  (2690,289)  (2690,310)  (2668,310)  (2645,226)  (2667,226)  (2689,226)  (2691,247)  (2691,268)  (2601,251)  (2609,225)  (2646,330)  (2712,312)  (2690,331)  (2668,331)  (2631,205)  (2653,205)  (2675,205)  (2714,332)  (2692,351)  (2670,351)  (2617,185)  (2639,185)  (2661,185)  (2736,322)  (2736,343)  (2695,372)  (2643,164)  (2665,164)  (2758,345)  | overflowToLeft=false
SE Czech  (2351,957)  (2329,955)  (2373,952)  (2373,973)  (2307,954)  (2395,974)  (2416,995)  (2429,1015)  | overflowToLeft=false
Navarre  (1594,1146)  (1605,1167)  (1583,1167)  (1616,1142)  | overflowToLeft=false
Rhone  (1848,1077)  (1869,1098)  (1847,1098)  (1854,1056)  (1870,1077)  (1876,1055)  (1825,1118)  (1857,1119)  | overflowToLeft=false
Andalusia  (1444,1389)  (1422,1409)  (1422,1388)  (1465,1410)  (1444,1368)  (1466,1368)  (1466,1389)  (1421,1367)  (1443,1430)  (1421,1430)  (1400,1409)  (1400,1388)  (1487,1410)  (1487,1431)  (1465,1431)  (1443,1347)  (1488,1357)  (1488,1377)  (1399,1367)  (1378,1418)  (1378,1397)  (1509,1398)  (1509,1419)  (1509,1440)  (1377,1376)  (1531,1392)  (1531,1413)  (1355,1379)  (1553,1420)  | overflowToLeft=false
Quebec  (523,457)  (501,477)  (501,456)  (544,478)  (523,436)  (545,436)  (545,457)  (499,435)  (522,497)  (500,497)  (479,477)  (479,456)  (566,478)  (566,498)  (544,498)  (478,498)  (521,415)  (543,415)  (565,415)  (567,436)  (567,457)  (477,435)  (477,414)  (499,414)  (587,396)  (522,518)  (500,518)  (457,478)  (457,457)  (588,478)  (588,498)  (588,519)  (566,519)  (544,519)  (478,519)  (456,519)  (456,498)  (521,394)  (543,394)  (565,394)  (589,417)  (589,438)  (455,436)  (455,415)  (455,394)  (477,393)  (499,393)  (587,375)  (609,375)  (609,396)  (522,539)  (500,539)  (435,478)  (435,457)  (610,458)  (610,479)  (610,500)  (610,521)  (588,540)  (566,540)  (544,540)  (478,540)  (456,540)  (434,540)  (434,519)  (434,498)  (434,373)  (521,373)  (543,373)  (565,373)  (611,417)  (611,438)  (433,436)  (433,415)  (433,394)  (456,372)  (478,372)  (612,542)  (587,354)  (609,354)  (631,361)  (522,560)  (500,560)  (413,478)  (413,457)  (632,458)  (632,479)  (632,500)  (632,521)  (588,561)  (566,561)  (544,561)  (478,561)  (456,561)  (434,561)  (412,561)  (412,540)  (412,519)  (412,498)  (429,352)  (500,352)  (522,352)  (544,352)  (411,436)  (411,415)  (411,394)  (451,351)  (473,351)  (650,577)  (566,333)  (588,333)  (610,333)  (522,581)  (500,581)  (391,457)  (654,487)  (654,507)  (572,582)  (550,582)  (478,582)  (456,582)  (434,582)  (412,582)  (390,517)  (410,331)  (495,331)  (517,331)  (539,331)  (389,436)  (389,415)  (432,331)  (454,331)  (628,591)  (672,571)  (593,312)  (615,312)  (528,602)  (506,602)  (676,493)  (676,514)  (561,603)  (484,603)  (462,603)  (440,603)  (418,603)  (403,311)  (476,311)  (498,311)  (520,311)  (542,311)  (425,310)  (447,310)  (376,297)  (611,292)  (539,623)  (698,493)  (698,514)  (447,624)  (425,624)  (398,290)  (469,290)  (491,290)  (513,290)  (420,289)  (442,289)  (589,629)  (567,638)  (545,644)  (720,490)  (720,511)  (432,644)  (464,269)  (486,269)  (508,269)  (401,268)  (423,268)  (549,664)  (742,490)  (742,511)  (445,248)  (467,248)  (390,247)  (412,247)  (764,490)  (764,511)  (434,227)  (385,226)  (407,226)  (786,490)  | overflowToLeft=false
SZ 9  (2427,462)  (2448,483)  (2426,483)  (2411,441)  (2433,441)  (2449,462)  (2455,435)  (2470,483)  (2470,504)  (2448,504)  (2426,504)  (2411,420)  (2433,420)  (2471,456)  (2490,525)  (2468,525)  (2446,525)  (2424,525)  (2411,400)  (2493,449)  (2503,546)  (2411,379)  (2515,440)  (2433,364)  (2411,358)  (2537,431)  (2433,343)  (2411,337)  (2559,419)  (2569,440)  (2411,316)  (2581,418)  (2411,295)  (2433,285)  (2411,274)  (2433,264)  (2455,253)  (2456,232)  (2478,225)  (2454,211)  (2476,205)  (2458,184)  (2480,184)  | overflowToLeft=false
Tver  (2777,530)  (2755,550)  (2755,529)  (2798,551)  (2777,509)  (2799,509)  (2799,530)  (2755,508)  (2776,571)  (2754,571)  (2733,550)  (2733,529)  (2820,551)  (2821,500)  (2821,521)  (2843,493)  (2843,514)  | overflowToLeft=false
St. John's Island  (854,572)  (875,593)  (853,593)  (876,565)  (897,585)  (919,587)  | overflowToLeft=false
West Poland  (2279,829)  (2257,848)  (2257,827)  (2300,850)  (2279,809)  (2301,789)  (2322,863)  (2300,871)  (2276,788)  (2329,884)  (2298,768)  (2320,768)  | overflowToLeft=false
Alsace  (1924,889)  (1934,910)  | overflowToLeft=false
Cairo  (2634,1692)  (2655,1713)  (2633,1713)  (2635,1671)  (2656,1692)  (2657,1670)  (2652,1734)  (2678,1691)  | overflowToLeft=false
Crimea  (2714,1132)  (2733,1153)  | overflowToLeft=false
Greece  (2367,1432)  (2345,1439)  (2387,1453)  (2351,1411)  (2373,1411)  (2365,1460)  (2388,1474)  (2390,1517)  | overflowToLeft=false
Latvia  (2569,566)  (2547,586)  (2547,566)  (2590,587)  (2569,546)  (2591,546)  (2591,566)  (2545,545)  (2568,607)  (2612,587)  (2612,608)  (2590,608)  (2622,629)  (2600,629)  | overflowToLeft=false
Morocco  (1506,1600)  (1484,1620)  (1484,1599)  (1527,1620)  (1506,1579)  (1528,1579)  (1528,1600)  (1482,1578)  (1505,1640)  (1483,1640)  (1462,1620)  (1549,1620)  (1549,1641)  (1527,1641)  (1461,1641)  (1504,1558)  (1550,1561)  (1550,1581)  (1482,1557)  (1505,1661)  (1571,1602)  (1571,1623)  (1571,1644)  (1549,1662)  (1527,1662)  (1440,1662)  (1439,1641)  (1504,1537)  (1572,1561)  (1572,1581)  (1418,1682)  (1593,1602)  (1593,1623)  (1417,1661)  (1417,1640)  (1594,1576)  (1396,1682)  (1615,1597)  | overflowToLeft=false
Iran  (3157,1427)  (3135,1447)  (3135,1426)  (3179,1448)  (3157,1406)  (3179,1406)  (3179,1427)  (3134,1406)  (3157,1468)  (3135,1468)  (3113,1447)  (3113,1426)  (3201,1448)  (3201,1469)  (3179,1469)  (3113,1469)  (3156,1386)  (3178,1386)  (3200,1386)  (3201,1406)  (3201,1427)  (3112,1406)  (3112,1385)  (3134,1385)  (3222,1366)  (3157,1489)  (3135,1489)  (3091,1448)  (3091,1427)  (3223,1448)  (3223,1469)  (3223,1490)  (3201,1490)  (3179,1490)  (3113,1490)  (3091,1490)  (3091,1469)  (3156,1365)  (3178,1365)  (3200,1365)  (3223,1387)  (3223,1408)  (3090,1406)  (3090,1386)  (3090,1365)  (3112,1364)  (3134,1364)  (3222,1346)  (3244,1346)  (3244,1366)  (3157,1510)  (3135,1510)  (3069,1448)  (3069,1427)  (3245,1429)  (3245,1450)  (3245,1471)  (3245,1492)  (3223,1511)  (3201,1511)  (3179,1511)  (3113,1511)  (3091,1511)  (3069,1511)  (3069,1490)  (3069,1469)  (3071,1344)  (3156,1344)  (3178,1344)  (3200,1344)  (3245,1387)  (3245,1408)  (3068,1406)  (3068,1386)  (3068,1365)  (3093,1343)  (3115,1343)  (3246,1513)  (3222,1325)  (3244,1325)  (3266,1325)  (3266,1346)  (3266,1366)  (3157,1531)  (3135,1531)  (3048,1448)  (3267,1429)  (3267,1450)  (3267,1471)  (3267,1492)  (3224,1532)  (3202,1532)  (3180,1532)  (3113,1532)  (3091,1532)  (3069,1532)  (3047,1479)  (3071,1323)  (3137,1323)  (3159,1323)  (3181,1323)  (3267,1387)  (3267,1408)  (3046,1399)  (3046,1378)  (3093,1322)  (3115,1322)  (3268,1513)  (3268,1533)  (3246,1533)  (3203,1304)  (3225,1304)  (3247,1304)  (3269,1304)  (3288,1325)  (3288,1346)  (3288,1366)  (3158,1552)  (3136,1552)  (3224,1552)  (3202,1552)  (3180,1552)  (3114,1552)  (3092,1552)  (3070,1552)  (3057,1302)  (3137,1302)  (3159,1302)  (3181,1302)  (3079,1301)  (3101,1301)  (3288,1554)  (3266,1554)  (3203,1283)  (3225,1283)  (3158,1572)  (3136,1572)  (3244,1573)  (3222,1573)  (3200,1573)  (3114,1573)  (3092,1573)  (3053,1281)  (3123,1281)  (3145,1281)  (3167,1281)  (3075,1280)  (3097,1280)  (3288,1575)  (3266,1575)  (3178,1593)  (3156,1593)  (3244,1594)  (3222,1594)  (3200,1594)  (3134,1594)  (3112,1594)  (3090,1594)  (3288,1596)  (3266,1596)  (3178,1614)  (3156,1614)  (3244,1615)  (3222,1615)  (3200,1615)  (3134,1615)  (3112,1615)  (3288,1617)  (3266,1617)  (3178,1635)  (3244,1636)  (3222,1636)  (3200,1636)  (3288,1638)  (3266,1638)  (3244,1657)  (3222,1657)  (3200,1657)  (3288,1659)  (3266,1659)  (3244,1678)  (3287,1679)  | overflowToLeft=false
Leon  (1401,1080)  (1379,1100)  (1419,1101)  (1387,1059)  (1409,1059)  (1423,1080)  (1431,1059)  (1397,1121)  (1375,1121)  (1445,1080)  (1467,1075)  | overflowToLeft=false
Istanbul  (2618,1337)  (2596,1357)  (2596,1337)  (2639,1358)  (2618,1317)  (2640,1317)  (2640,1337)  (2617,1378)  | overflowToLeft=false
Munich  (2076,987)  (2054,1007)  (2054,986)  (2097,1008)  (2098,970)  (2120,951)  (2120,972)  (2142,960)  | overflowToLeft=false
Catalonia  (1655,1208)  (1633,1228)  (1633,1207)  (1676,1229)  (1655,1187)  (1677,1191)  (1631,1186)  (1627,1249)  (1611,1228)  (1698,1212)  (1698,1233)  (1676,1249)  (1703,1254)  (1605,1254)  (1720,1221)  (1725,1242)  | overflowToLeft=false
Don  (2801,825)  (2779,845)  (2779,824)  (2822,846)  (2801,804)  (2823,804)  (2823,825)  (2777,803)  (2800,866)  (2778,866)  (2757,845)  (2757,824)  (2844,846)  (2844,867)  (2822,867)  (2756,867)  (2799,783)  (2821,783)  (2843,783)  (2845,804)  (2845,825)  (2755,803)  (2755,782)  (2777,782)  (2865,764)  (2800,887)  (2778,887)  (2735,846)  (2735,825)  (2866,846)  (2866,867)  (2866,888)  (2844,888)  (2822,888)  (2756,888)  (2734,869)  (2799,762)  (2821,762)  (2843,762)  (2867,785)  (2867,806)  (2733,804)  (2733,783)  (2733,762)  (2755,761)  (2777,761)  (2713,848)  (2713,827)  (2888,827)  (2888,881)  (2724,742)  (2799,742)  (2821,742)  (2843,742)  (2889,902)  (2711,806)  (2711,785)  (2746,741)  (2768,741)  (2903,923)  (2790,721)  (2812,721)  (2834,721)  (2856,721)  (2689,819)  (2689,798)  (2730,720)  (2752,720)  (2925,911)  (2925,932)  (2903,944)  (2774,700)  (2796,700)  (2818,700)  (2840,700)  (2935,953)  (2947,911)  (2947,932)  (2913,965)  (2891,965)  (2799,679)  (2821,679)  (2843,679)  (2911,986)  (2889,986)  (2817,658)  (2883,1006)  | overflowToLeft=false
East Rumania  (2524,1133)  (2502,1153)  (2502,1132)  (2545,1154)  (2524,1113)  (2546,1113)  (2546,1133)  (2500,1112)  (2523,1174)  (2501,1174)  (2550,1175)  (2479,1175)  (2522,1092)  (2544,1092)  (2568,1103)  (2568,1123)  (2568,1144)  (2485,1091)  (2528,1195)  (2506,1195)  (2484,1196)  (2462,1196)  (2457,1175)  (2507,1071)  (2529,1071)  (2550,1210)  (2440,1212)  (2528,1216)  (2506,1216)  (2484,1217)  (2462,1217)  (2435,1191)  (2507,1050)  (2529,1050)  (2440,1233)  (2474,1238)  | overflowToLeft=false
Gibraltar  (1373,1448)  | overflowToLeft=false
Novgorod  (2753,430)  (2731,450)  (2731,429)  (2774,451)  (2753,410)  (2775,410)  (2775,430)  (2752,471)  (2730,471)  (2709,450)  (2709,429)  (2796,451)  (2796,472)  (2774,472)  (2744,389)  (2797,410)  (2687,447)  (2818,454)  | overflowToLeft=false
Belgium  (1875,778)  (1897,787)  (1905,808)  | overflowToLeft=false
Madrid  (1508,1221)  (1486,1241)  (1486,1220)  (1529,1242)  (1508,1201)  (1530,1202)  (1517,1263)  | overflowToLeft=false
Ulster  (1653,455)  | overflowToLeft=false
Saxony  (2100,801)  (2078,821)  (2078,800)  (2121,822)  (2100,781)  (2122,799)  (2076,780)  (2099,842)  (2077,842)  (2143,820)  (2128,843)  (2107,760)  (2165,823)  | overflowToLeft=false
Crete  (2544,1597)  | overflowToLeft=false
Manitoba  (87,381)  (65,401)  (65,380)  (108,402)  (87,361)  (109,361)  (109,381)  (63,360)  (86,422)  (64,422)  (130,402)  (122,423)  (85,340)  (131,349)  (131,370)  (60,339)  (100,443)  (78,443)  (82,319)  (153,359)  (60,318)  (92,464)  (70,464)  (87,485)  (65,485)  (80,506)  (60,249)  (74,527)  (69,547)  (65,568)  | overflowToLeft=false
East Libya  (2357,1735)  (2335,1755)  (2335,1734)  (2378,1756)  (2357,1714)  (2379,1714)  (2379,1735)  (2333,1713)  (2356,1776)  (2334,1776)  (2313,1755)  (2313,1734)  (2400,1756)  (2400,1777)  (2378,1777)  (2312,1777)  (2355,1693)  (2401,1718)  (2311,1713)  (2311,1692)  (2333,1692)  (2356,1796)  (2334,1796)  (2291,1756)  (2291,1735)  (2422,1738)  (2422,1759)  (2422,1780)  (2400,1797)  (2378,1797)  (2312,1797)  (2290,1797)  (2290,1777)  (2423,1718)  (2289,1714)  (2289,1693)  (2289,1672)  (2311,1671)  (2333,1671)  (2426,1801)  (2444,1738)  (2444,1759)  (2444,1780)  (2285,1651)  (2445,1709)  (2307,1650)  (2329,1650)  (2351,1650)  (2448,1801)  (2464,1686)  (2466,1730)  (2466,1751)  (2466,1772)  (2467,1656)  (2467,1707)  | overflowToLeft=false
Algiers  (1748,1544)  (1726,1564)  (1726,1543)  (1769,1565)  (1748,1523)  (1770,1528)  (1747,1585)  | overflowToLeft=false
Moscow  (2845,600)  (2823,620)  (2823,599)  (2866,621)  (2845,579)  (2867,580)  | overflowToLeft=false
West Rumania  (2416,1115)  (2394,1135)  (2394,1114)  (2437,1136)  (2416,1094)  (2438,1094)  (2438,1115)  (2392,1093)  (2415,1156)  (2393,1156)  (2372,1135)  (2372,1114)  (2459,1136)  (2371,1157)  (2414,1074)  (2436,1074)  (2460,1110)  (2458,1055)  (2350,1134)  (2410,1053)  (2432,1053)  | overflowToLeft=false
Moldavia  (2575,1051)  (2596,1072)  | overflowToLeft=false
Middle East  (2828,1574)  (2806,1594)  (2806,1573)  (2849,1595)  (2828,1553)  (2850,1553)  (2850,1574)  (2804,1552)  (2827,1615)  (2805,1615)  (2784,1594)  (2871,1595)  (2871,1616)  (2849,1616)  (2783,1616)  (2826,1532)  (2848,1532)  (2870,1532)  (2872,1553)  (2872,1574)  (2799,1532)  (2892,1513)  (2824,1636)  (2893,1595)  (2893,1616)  (2802,1637)  (2780,1637)  (2821,1512)  (2843,1512)  (2865,1512)  (2894,1534)  (2894,1555)  (2758,1640)  (2914,1500)  (2915,1576)  (2915,1597)  (2915,1618)  (2821,1658)  (2799,1658)  (2916,1521)  (2916,1542)  (2777,1660)  (2755,1660)  (2733,1666)  (2937,1562)  (2937,1583)  (2937,1604)  (2937,1625)  (2828,1679)  (2806,1679)  (2938,1502)  (2938,1523)  (2784,1681)  (2762,1681)  (2711,1684)  (2740,1687)  (2959,1562)  (2959,1582)  (2959,1603)  (2959,1624)  (2792,1702)  (2770,1702)  (2718,1705)  (2748,1708)  (2981,1571)  (2981,1591)  (2981,1612)  (2981,1633)  (2726,1726)  (2704,1726)  (2999,1654)  (3003,1571)  (3003,1591)  (3003,1612)  (3003,1633)  (2730,1747)  (3025,1567)  (2729,1767)  (3047,1577)  | overflowToLeft=false
Aquitaine  (1689,1067)  (1667,1087)  (1707,1088)  (1685,1046)  (1707,1046)  (1711,1067)  (1678,1108)  (1656,1108)  (1681,1025)  (1703,1025)  (1668,1129)  (1646,1129)  (1681,1005)  (1703,1005)  (1668,1150)  (1681,984)  | overflowToLeft=false
Austrian Alps  (2059,1043)  (2037,1049)  (2063,1064)  (2081,1032)  (2041,1070)  (2103,1035)  (2115,1056)  (2137,1044)  | overflowToLeft=false
Amsterdam  (1903,722)  (1881,730)  (1924,742)  (1899,701)  (1921,701)  (1925,722)  (1902,751)  (1947,718)  (1947,739)  | overflowToLeft=false
Naples  (2194,1450)  (2185,1429)  (2174,1408)  | overflowToLeft=false
New Orleans  (145,1113)  (123,1132)  (123,1112)  (166,1133)  (145,1092)  (167,1092)  (167,1113)  | overflowToLeft=false
Washington D.C.  (422,886)  (400,906)  (400,885)  (443,907)  (422,865)  (444,869)  (421,927)  | overflowToLeft=false
Archangelsk  (2855,260)  (2833,280)  (2833,259)  (2876,281)  (2855,239)  (2877,239)  (2877,260)  (2831,238)  (2854,301)  (2832,301)  (2811,280)  (2811,259)  (2898,281)  (2898,302)  (2876,302)  (2810,302)  (2853,218)  (2875,218)  (2897,218)  (2899,239)  (2899,260)  (2809,238)  (2809,217)  (2831,217)  (2919,199)  (2854,322)  (2832,322)  (2789,281)  (2789,260)  (2920,281)  (2920,302)  (2920,322)  (2898,322)  (2876,322)  (2810,322)  (2788,322)  (2788,302)  (2853,197)  (2875,197)  (2897,197)  (2921,220)  (2921,241)  (2787,239)  (2787,218)  (2919,178)  (2941,178)  (2941,199)  (2854,342)  (2832,342)  (2767,281)  (2767,260)  (2942,262)  (2942,283)  (2942,303)  (2942,324)  (2920,343)  (2898,343)  (2876,343)  (2810,343)  (2766,302)  (2828,176)  (2850,176)  (2872,176)  (2894,176)  (2943,220)  (2943,241)  (2765,239)  (2765,218)  (2944,345)  (2806,163)  (2916,157)  (2938,157)  (2963,165)  (2963,185)  (2854,363)  (2832,363)  (2745,282)  (2745,261)  (2964,286)  (2964,307)  (2922,364)  (2900,364)  (2878,364)  (2828,156)  (2850,156)  (2872,156)  (2894,156)  (2965,206)  (2965,227)  (2965,248)  (2743,240)  (2966,328)  (2966,349)  (2944,366)  (2970,370)  (2784,149)  (2806,142)  (2985,165)  (2985,185)  (2856,384)  (2834,384)  (2922,385)  (2900,385)  (2878,385)  (2828,135)  (2850,135)  (2872,135)  (2894,135)  (2987,206)  (2987,227)  (2988,327)  (2988,348)  (2948,387)  (2992,369)  (3007,159)  (3007,180)  (2856,405)  (2926,406)  (3009,201)  (3009,222)  (3010,327)  (3010,348)  (3014,369)  (3029,143)  (3029,164)  (3031,185)  (3031,205)  (3031,226)  (3051,155)  (3053,175)  (3053,196)  (3053,217)  (3075,187)  (3075,208)  | overflowToLeft=false
Murmansk  (2659,57)  (2637,77)  (2637,56)  (2680,78)  (2659,36)  (2681,36)  (2681,57)  (2635,35)  (2658,97)  (2615,85)  (2615,64)  (2702,78)  (2702,98)  (2680,98)  (2703,41)  (2613,43)  (2608,106)  (2593,73)  (2724,62)  (2724,83)  (2724,104)  (2591,52)  (2620,126)  (2746,65)  (2746,86)  | overflowToLeft=false
SW US  (82,1030)  (60,1050)  (60,1029)  (103,1051)  (82,1009)  (104,1009)  (104,1030)  (60,1008)  (81,1071)  (125,1051)  (108,1072)  (82,988)  (104,988)  (126,988)  (126,1009)  (126,1030)  (60,987)  (86,1092)  (64,1092)  (91,1113)  (69,1113)  (91,1133)  (69,1133)  | overflowToLeft=false
Sardinia  (1943,1392)  (1952,1413)  (1943,1371)  | overflowToLeft=false
Kurdistan  (2925,1439)  (2903,1459)  (2903,1438)  (2946,1460)  (2947,1432)  (2881,1474)  (2881,1453)  (2968,1453)  (2969,1432)  (2990,1453)  (2991,1422)  (3012,1443)  (3013,1413)  | overflowToLeft=false
Burgundy  (1770,951)  (1748,971)  (1748,950)  (1791,972)  (1770,930)  (1792,930)  (1792,951)  (1746,929)  (1769,992)  (1747,992)  (1726,971)  (1813,972)  (1768,909)  (1814,935)  (1814,993)  (1730,908)  (1835,956)  (1831,1014)  (1836,935)  (1836,976)  (1730,888)  | overflowToLeft=false
